Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,DebtToIncomeRatio,LoanPurpose,SavingsAccountBalance,CheckingAccountBalance,MonthlyIncome,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalIncome,CreditScore_Income,DebtToIncome_CreditScore,InterestRate_LoanDuration,LoanApproved
32,21670,577,0,3,13,32657,60,1,0,2,539,0.235065275,0,3940,2067,1805.833333,2,9618,2.49157,4.76032928482894,914.2618514,27677,12503590,135.632663675,13.59644094,0
36,32917,477,0,0,14,46349,48,2,2,3,608,0.15069601,0,4389,2689,2743.083333,4,160488,3.0284899999999997,5.476038257718805,1668.491247,39995,15701409,71.88199677,14.3937576,0
35,40701,619,0,4,13,32394,48,1,0,3,546,0.05241304,3,2681,45,3391.75,7,8809,2.17894,4.58732429636275,1003.861573,43427,25193919,32.44367176,10.100901216,0
34,67554,597,0,4,12,47174,60,2,2,2,437,0.150062121,2,4746,3073,5629.5,1,7465,2.53674,5.3387643139588015,1483.132304,75373,40329738,89.587086237,17.10144264,0
32,22965,458,0,1,8,23902,72,2,3,2,285,0.337468478,2,7998,2336,1913.75,10,170202,3.0990200000000003,5.357096499037515,699.1373551,33299,10517970,154.560562924,20.662907688,0
38,49154,585,1,1,14,16450,24,2,4,0,597,0.079779404,3,1674,849,4096.166667,7,65129,1.9894999999999998,4.120673646383562,813.166785,51677,28755090,46.67095134,4.075188312,0
31,42141,538,0,4,9,18417,120,3,0,3,331,0.224608856,0,1576,579,3511.75,6,3761,3.04417,5.339498600056002,465.363767,44296,22671858,120.839564528,34.212294359999994,0
54,60533,573,0,1,30,33114,60,2,2,2,463,0.473970705,0,7297,983,5044.416667,5,107585,2.51614,5.001838971818265,972.2968298,68813,34685409,271.585213965,15.011035860000002,0
48,50837,620,0,0,23,21044,24,2,3,1,304,0.05849728,3,337,29743,4236.416667,8,147837,1.8604399999999999,4.151166498708525,1042.812267,80917,31518940,36.2683136,4.135723992,0
26,30414,533,0,3,3,24299,120,1,5,0,1078,0.119593046,4,1547,758,2534.5,3,8338,3.12799,5.6836529098811095,682.283542,32719,16210662,63.743093518,38.76469248,0
36,80554,559,0,0,14,39918,72,0,0,0,228,0.461411386,3,1139,845,6712.833333,5,267432,2.75418,5.069268941376064,1092.425785,82538,45029686,257.928964774,18.502191072,0
42,39637,599,0,2,16,28863,24,2,4,0,337,0.109721187,4,823,554,3303.083333,5,174623,2.04363,4.950642210865172,1533.358804,41014,23742563,65.722991013,5.882125992,0
27,105912,561,0,1,6,44866,36,1,1,2,383,0.202480022,3,1689,1512,8826.0,3,40019,2.49366,4.922231485820227,1765.605233,109113,59416632,113.591292342,8.722210608,0
21,39031,563,0,3,0,22554,72,1,0,1,282,0.276924042,0,2343,694,3252.583333,3,107307,2.56054,5.138406688848207,627.1044494,42068,21974453,155.90823564599998,19.010320776,0
18,73168,597,0,1,0,47663,36,2,0,3,1017,0.282363834,0,771,1091,6097.333333,5,71685,2.3416300000000003,5.046500658872443,1906.869003,75030,43681296,168.57120889799998,9.168180804,0
39,36980,612,0,1,16,24412,84,1,1,3,1043,0.321427606,3,1879,1012,3081.666667,5,8370,2.43412,5.135101926933875,639.4390637,39871,22631760,196.713694872,22.150188312,0
30,44645,582,0,1,8,73452,48,0,2,0,377,0.328642593,0,143,234,3720.416667,12,26684,2.77452,5.094834825585615,2474.84112,45022,25983390,191.269989126,12.459524112,0
23,33466,508,0,1,1,30943,72,1,3,3,526,0.094039535,0,4010,2711,2788.833333,5,30310,2.91943,5.88907969890033,1026.213416,40187,17000728,47.77208378,24.970506984,0
28,29162,585,0,4,6,68840,24,1,3,0,185,0.277770339,3,3535,4075,2430.166667,5,25373,2.5134,5.141967609777409,3724.013458,36772,17059770,162.49564831499998,6.345559416,0
44,19556,606,0,0,18,43622,84,1,1,0,198,0.095385921,2,3199,1338,1629.666667,4,8918,2.6562200000000002,5.26705350267111,1181.745385,24093,11850936,57.803868126,23.303156184,0
45,42780,536,0,3,24,33949,72,2,0,0,925,0.479394874,3,1260,356,3565.0,4,31433,2.8094900000000003,5.274104559069719,974.0176489,44396,22930080,256.955652464,20.027648808,0
21,63865,495,0,1,0,31793,36,1,0,3,195,0.36054803,0,788,1528,5322.083333,4,2535,2.69293,5.290775642568867,1314.940407,66181,31613175,178.47127485,10.077230484,0
25,32258,588,0,1,4,16439,36,1,1,0,403,0.241140122,4,2899,1830,2688.166667,6,3491,2.07439,4.548382943420661,616.7083575,36987,18967704,141.790391736,7.447603463999999,0
23,33836,575,0,0,0,27392,36,1,1,3,579,0.344997217,0,2968,2419,2819.666667,6,69900,2.24892,4.546951044381279,1027.426946,39223,19455700,198.373399775,7.442914968,0
26,36525,463,0,3,2,24650,36,1,4,0,307,0.308087713,0,2566,2699,3043.75,5,71829,2.7815000000000003,4.975271268986245,976.8666445,41790,16911075,142.644611119,8.911196711999999,0
63,43868,606,0,0,39,25379,36,1,1,2,289,0.255981937,4,2391,2992,3655.666667,3,40474,2.0737900000000002,4.461421219746013,941.9372464,49251,26584008,155.12505382199998,7.165540548,0
33,71959,614,0,3,8,48345,48,1,0,0,1318,0.281729522,3,14944,4344,5996.583333,8,51454,2.36345,5.197794301432099,1657.847322,91247,44182826,172.98192650800002,12.968191488,0
41,27466,573,0,3,17,24029,48,1,1,3,617,0.536885538,0,1444,5730,2288.833333,1,121245,2.3252900000000003,4.396335383020727,722.6325439,34640,15738018,307.63541327400003,9.277327104,0
36,24395,511,0,4,17,18205,24,2,0,3,298,0.227964792,0,5449,2922,2032.916667,7,5415,2.37705,5.088618849943469,979.8138727,32766,12465845,116.490008712,6.214570032,0
53,49248,563,0,3,31,21710,36,2,1,2,795,0.204965375,0,6979,716,4104.0,4,20497,2.2521,4.890555571711664,850.805485,56943,27726624,115.395506125,8.610312168,0
32,37396,573,0,3,7,32451,36,2,2,3,444,0.033506733,0,1548,133,3116.333333,10,9112,2.30951,4.750297138074628,1248.829088,39077,21427908,19.199358009,8.123516244000001,0
45,32273,618,0,1,24,26768,72,0,1,2,421,0.140199175,1,3492,41,2689.416667,5,8002,2.32768,4.803825423555689,689.78997,35806,19944714,86.64309015,16.615251864,0
41,109505,615,2,0,19,27120,36,2,0,1,440,0.431454598,2,2869,723,9125.416667,2,11358,2.0462,4.428969925388972,1002.574868,113097,67345575,265.34457777,7.061678856,0
29,17410,546,0,0,8,18707,12,1,5,0,212,0.315031259,1,3026,3708,1450.833333,5,91681,2.10707,4.531237634465886,1737.681343,24144,9505860,172.007067414,2.46385374,0
18,27689,519,0,3,0,14404,36,1,1,0,755,0.151917335,4,3075,1473,2307.416667,5,31049,2.3990400000000003,4.872717373293879,563.1709993,32237,14370591,78.84509686499999,8.547614856,0
55,33415,628,0,1,35,24620,108,1,2,3,264,0.557898995,1,2061,123,2784.583333,9,8874,2.5562,5.138097254821088,598.726999,35599,20984620,350.36056885999994,28.512046872,0
38,15000,570,0,0,20,33103,72,3,0,2,401,0.276903112,1,3737,318,1250.0,8,61900,2.63103,4.865368578021608,864.9138699,19055,8550000,157.83477384,17.043704208,0
45,23187,472,0,3,23,19532,48,3,0,3,737,0.14759703,2,1435,644,1932.25,8,25594,2.78532,5.5459587719347505,711.9021813,25266,10944264,69.66579816,14.763676176,0
45,33734,615,0,1,24,46668,60,2,4,2,264,0.344472693,3,2209,621,2811.166667,6,91524,2.44168,5.264262322491158,1444.961726,36564,20746410,211.850706195,16.62747468,0
34,43873,653,0,1,13,16070,48,2,1,0,244,0.328188587,4,12546,506,3656.083333,7,4452,1.8457000000000001,4.641483642112724,502.3272925,56925,28649069,214.307147311,10.340817792,0
36,22803,568,2,3,13,25626,48,1,1,0,748,0.370755474,3,702,577,1900.25,5,5083,2.36626,4.772556589502109,818.2273849,24082,12952104,210.589109232,10.933102272,0
42,49903,624,0,4,18,15629,72,1,0,3,740,0.321493871,3,66354,1156,4158.583333,2,84121,2.18629,4.529690563382889,379.067158,117413,31139472,200.612175504,14.773029552,0
50,64805,550,0,4,29,55573,72,1,4,0,402,0.367330928,2,6274,1870,5400.416667,7,239243,2.95573,5.425756223790375,1651.814545,72949,35642750,202.0320104,21.195958032,0
54,38182,555,0,3,34,14926,24,1,3,2,1018,0.020774837,1,2219,603,3181.833333,4,106324,2.12426,4.355432940592703,752.1800056,41004,21191010,11.530034535,4.552751064,0
59,59741,656,1,0,37,24160,60,1,0,0,183,0.671809768,0,1842,4262,4978.416667,3,106205,2.0116,4.616017699272826,657.7968485,65845,39190096,440.707207808,12.78457164,0
50,17080,492,2,3,31,20246,48,2,0,2,691,0.104961262,3,8500,267,1423.333333,4,10730,2.6924599999999996,5.279409588202074,704.1364075,25847,8403360,51.640940904,13.378639488,0
62,33242,485,0,3,37,6592,36,2,2,3,305,0.214851948,0,2003,192,2770.166667,5,4226,2.49092,4.489803971221907,245.5144968,35437,16122370,104.20319478,7.257002292,0
35,40569,651,0,2,16,17400,60,1,0,0,276,0.527165995,1,832,3575,3380.75,11,31481,1.9689999999999999,4.5971088631878185,472.0352095,44976,26410419,343.18506274500004,12.68004594,0
37,51027,596,0,1,16,19069,72,2,0,3,608,0.302887339,3,2266,1212,4252.25,3,48643,2.36069,4.5238217250462025,461.9104097,54505,30412092,180.520854044,14.73477336,0
21,30096,597,0,0,0,52236,60,2,0,3,517,0.561874829,1,13834,412,2508.0,4,9647,2.5873600000000003,5.42250676348126,1670.925945,44342,17967312,335.439272913,17.64214776,0
38,15000,550,1,3,16,27272,72,1,0,0,493,0.027334151,1,1060,817,1250.0,5,5584,2.67272,4.984430037627171,732.0313187,16877,8250000,15.03378305,17.888070816,0
42,29015,569,0,3,21,24597,48,1,1,3,268,0.292675714,3,7374,744,2417.916667,6,49554,2.3509700000000002,4.953500550116049,809.2292679,37133,16509535,166.532481266,11.777840496,0
23,55254,501,1,0,0,19800,96,1,2,2,931,0.176912787,3,4955,874,4604.5,8,3794,3.043,5.060707312224251,486.6667522,61083,27682254,88.633306287,24.58632816,0
18,33073,590,0,1,0,32008,24,1,2,2,257,0.324115732,3,1373,405,2756.083333,3,10690,2.12008,4.616556010707549,1649.670474,34851,19513070,191.22828188,5.115021456,0
58,60053,683,0,1,34,36294,24,2,1,0,491,0.355948295,1,2805,2700,5004.416667,4,59297,1.69794,3.810518245593373,1751.509505,65558,41016199,243.112685485,3.484811832,0
56,61161,634,0,4,33,50661,108,1,3,0,642,0.429062642,3,3616,849,5096.75,5,72754,2.78661,5.750293792494432,1474.233653,65626,38776074,272.025715028,35.711148996,0
31,63261,544,0,4,7,22168,24,1,2,3,325,0.319583174,3,1853,2328,5271.75,6,4940,2.25168,5.198091957632146,1205.727493,67442,34413984,173.853246656,6.484838399999999,0
45,47714,582,0,4,24,40174,48,2,2,0,570,0.463126359,1,5078,384,3976.166667,7,73038,2.4417400000000002,5.047779858512057,1342.83413,53176,27769548,269.539540938,12.23043912,0
30,55590,622,0,4,6,26380,60,0,0,0,336,0.35686836,0,504,2135,4632.5,6,123687,2.2037999999999998,4.695295688239453,729.2740346,58229,34576980,221.97211992,13.22748096,0
18,41378,531,2,4,0,17909,84,1,1,3,373,0.68557262,2,1479,690,3448.166667,5,48630,2.77409,5.353436018110238,496.0261358,43547,21971718,364.03906122,24.073792848,0
40,58222,560,0,1,19,19683,48,2,2,0,472,0.61296708,1,1814,1301,4851.833333,5,128033,2.34683,5.027032852488632,655.6109883,61337,32604320,343.2615648,12.130108464,0
31,26710,574,0,1,9,31154,60,1,1,0,350,0.249448075,2,4567,455,2225.833333,7,49738,2.4915399999999996,4.821011097269949,882.5856049,31732,15331540,143.18319505,13.9452888,0
38,27818,634,0,2,15,26465,48,2,0,3,479,0.245289592,1,1150,2136,2318.166667,6,34801,2.04465,4.416059850137903,798.3284253,31104,17636612,155.513601328,9.360760608,0
31,39210,587,0,3,10,18455,24,2,3,2,239,0.146820575,0,2413,1365,3267.5,5,6577,1.99955,3.999549974684652,903.5824602,42988,23016270,86.18367752500001,3.839136,0
46,60560,608,0,3,25,26929,36,2,0,0,408,0.210760211,0,2776,365,5046.666667,6,13378,2.07929,4.543589781219251,1009.639231,63701,36820480,128.142208288,7.431914916,0
30,53160,574,0,1,7,16249,60,1,0,1,227,0.328314239,3,3806,3453,4430.0,5,7570,2.34249,4.701330843495275,449.7272839,60419,30513840,188.452373186,13.26150702,0
51,20898,573,0,3,27,22285,48,1,0,3,520,0.455832124,3,1676,621,1741.5,3,152127,2.3078499999999997,4.681851951952346,701.1422575,23195,11974554,261.191807052,10.521474096,0
41,30991,579,0,0,18,39464,84,1,0,3,472,0.355120731,2,1374,1971,2582.583333,4,3545,2.74964,5.149018158833779,1037.373119,34336,17943789,205.614903249,22.27040592,0
49,53953,562,0,1,26,26639,48,1,5,0,102,0.312652753,4,2704,335,4496.083333,4,3960,2.40639,4.763930729974985,849.3743244,56992,30321586,175.710847186,10.89361728,0
44,64787,611,2,1,23,30047,72,0,0,1,283,0.345903557,0,3499,557,5398.916667,1,163675,2.39547,5.045812897839158,817.8874456,68843,39584857,211.347073327,18.331364016,0
20,33256,629,0,2,0,71149,36,0,0,0,202,0.291530633,0,15931,2177,2771.333333,3,8838,2.41649,4.795711949231312,2754.11545,51364,20918024,183.372768157,8.279587116,0
38,41703,632,0,3,18,16463,36,1,5,1,556,0.361048101,3,2679,677,3475.25,5,26970,1.8546299999999998,4.717579888035813,630.908073,45059,26356296,228.182399832,8.0120016,0
24,92476,480,0,1,0,31954,48,1,0,0,418,0.14117494,3,17336,306,7706.333333,5,46309,2.8695399999999998,5.610048110310641,1178.06496,110118,44388480,67.7639712,15.106867104,0
39,30853,551,0,3,15,7217,60,2,1,0,390,0.151171149,3,18784,283,2571.083333,2,107151,2.36717,5.144973031999294,218.096227,49920,17000003,83.29530309900001,15.882448500000002,0
32,56307,573,0,4,7,36933,120,2,2,3,320,0.344984857,4,652,367,4692.25,8,42796,3.05433,5.72018270687222,1048.608533,57326,32263911,197.676323061,39.26458824,0
73,106556,619,0,0,50,20262,48,2,5,0,145,0.034988022,3,2838,841,5778.75,4,133135,2.05762,4.689305087110456,638.261557,110235,65958164,21.657585618,10.554999456,0
56,65822,536,2,3,36,31337,60,1,0,0,691,0.061070978,3,755,10362,5485.166667,8,10295,2.68337,5.374701694047773,992.5482381,76939,35280592,32.734044208,17.33245098,0
26,15000,572,0,3,4,23949,60,1,1,3,255,0.500200037,3,5228,1214,1250.0,10,94319,2.42949,5.399433303597703,762.4311958,21442,8580000,286.114421164,17.492328,0
56,44238,595,1,1,35,23345,72,1,2,0,433,0.386942294,1,324,2847,3686.5,3,9443,2.40845,5.376002232142394,685.8648943,47409,26321610,230.23066493,20.809008,0
34,40396,612,0,1,14,30786,36,2,1,3,477,0.548128331,0,965,4817,3366.333333,4,20134,2.09786,4.6475459115537525,1169.365213,46178,24722352,335.454538572,7.77588588,0
52,47142,679,0,4,29,26227,96,3,3,2,439,0.22682899,0,1554,383,3928.5,7,2311,2.21727,4.882696795829124,613.9420108,49079,32009418,154.01688421,22.88709888,0
33,35010,523,0,4,12,91275,84,2,3,1,579,0.341293539,1,1929,619,2917.5,7,2234,3.54775,6.1278671167054535,3088.290447,37558,18310230,178.49652089699998,31.542634536,0
35,115640,569,0,3,12,24457,72,1,0,3,279,0.121683391,2,1058,439,9636.666667,8,37322,2.54957,5.103444581848616,674.5737861,117137,65799160,69.237849479,18.752505552,0
27,33361,591,0,3,3,18148,36,1,0,1,638,0.065927177,1,10447,1888,2780.083333,3,45917,2.07648,4.707056936133235,694.5494279,45696,19716351,38.962961607,7.9762986,0
28,63770,530,2,2,5,22161,48,0,2,3,536,0.131686829,4,2766,165,5314.166667,4,3663,2.5216100000000004,5.49613401401385,800.6054051,66701,33798100,69.79401937,14.499594768,0
50,24852,518,0,3,26,16251,60,1,0,0,980,0.700853982,2,13933,3348,2071.0,1,60138,2.62251,5.328981384842698,509.8977613,42133,12873336,363.042362676,17.03882556,0
37,101058,614,1,4,14,66159,48,2,4,0,376,0.445356882,1,7305,840,5008.75,5,25132,2.5415900000000002,5.170840105824198,2258.244385,109203,62049612,273.449125548,12.834041952,0
31,15000,557,0,0,9,23529,48,1,1,2,398,0.402021584,3,586,1111,1250.0,11,10150,2.40029,5.051180456091427,786.9201121,16697,8355000,223.926022288,12.24692352,0
53,37549,654,0,1,33,30960,24,0,4,2,181,0.21316705,3,2425,362,3129.083333,4,24560,1.7896,4.16956442569245,1536.469972,40336,24557046,139.4112507,4.1724642,0
31,154575,539,0,1,7,48935,72,1,1,0,197,0.265359439,2,622,651,12881.25,4,1890,2.94435,5.471210990265318,1470.091872,155848,83315925,143.02873762099998,21.552587784,0
29,102732,622,2,1,6,31681,72,0,2,3,655,0.351512926,1,7137,1268,8561.0,7,10613,2.35681,5.100662339343783,873.2685039,111137,63899304,218.641039972,18.732064536,0
52,59261,609,0,1,33,37948,60,1,0,0,593,0.143239704,4,1911,861,4938.416667,3,6265,2.38448,4.833585946272187,1077.713264,62033,36089949,87.232979736,14.01813186,0
44,36838,581,0,3,24,9433,24,1,1,1,655,0.112501996,3,13229,238,3069.833333,6,4375,1.93933,4.19177185686435,468.9808546,50305,21402878,65.363659676,4.217028312,0
39,29518,577,0,0,19,23116,48,0,2,3,332,0.598748963,2,2035,220,2459.833333,8,30424,2.29616,4.844995572753395,746.9176531,31773,17031886,345.478151651,11.267511408,0
41,41006,608,0,4,19,37308,60,2,1,0,806,0.218129829,2,1697,145,3417.166667,6,6755,2.38308,5.043922144522059,1104.709145,42848,24931648,132.62293603199998,15.26469036,0
42,28481,632,2,4,17,12820,36,1,0,3,412,0.414573854,1,2701,3032,2373.416667,9,6937,1.8182,3.848384479232812,443.2180126,34214,17999992,262.010675728,5.331622716,0
37,37385,572,0,3,19,32413,96,2,3,0,453,0.042718388,1,3396,438,3115.416667,4,21001,2.8141300000000005,4.813594031490399,744.588886,41219,21384220,24.434917936,22.24386,0
52,16309,557,0,3,27,42479,72,2,1,2,653,0.281032901,1,2456,2450,1359.083333,5,82429,2.78979,5.3917508566327506,1252.612918,21215,9084113,156.535325857,20.931103656,0
26,117903,549,0,0,5,30933,60,1,2,3,241,0.091611563,3,5396,459,9825.25,7,82952,2.6143300000000003,5.116538703068706,929.4287731,123758,64728747,50.294748087,15.70738098,0
65,54248,614,0,1,38,16861,96,1,3,1,565,0.062300476,0,4952,8310,4520.666667,6,6867,2.44861,4.990184305213586,406.4792734,67510,33308272,38.252492264,23.905861824,0
31,70406,591,0,2,9,37594,36,2,1,3,1031,0.269431453,3,2912,1388,5867.166667,8,105840,2.27094,4.981917994106285,1491.144492,74706,41609946,159.23398872299998,8.935022484,0
48,39206,529,1,4,22,36295,36,1,1,0,497,0.06710024,1,6697,2985,3267.166667,5,3443,2.5679499999999997,4.733970690657051,1393.841714,48888,20739974,35.49602696,8.06777226,0
18,87840,554,0,4,0,27499,60,1,4,3,342,0.157482921,3,3793,3254,7320.0,9,15672,2.5549899999999997,5.435567035737854,882.0226091,94887,48663360,87.245538234,17.7272334,0
46,35898,610,0,0,22,37161,48,1,2,0,273,0.54299934,4,977,373,2991.5,6,8745,2.27161,4.6607922180676535,1165.215845,37248,21897780,331.22959740000005,10.427032368,0
32,33855,585,0,3,8,30192,60,2,0,0,291,0.68812624,3,4609,443,2821.25,5,48732,2.42692,5.021164098095182,889.9331608,38907,19805175,402.5538504,15.12725334,0
19,52222,499,0,3,0,20247,48,2,1,0,384,0.220540318,3,5702,1531,2578.083333,5,75743,2.65747,4.979900892588124,669.0692122,59455,26058778,110.049618682,11.903718192,0
42,88969,549,0,4,20,59693,24,3,0,3,358,0.490033117,2,5351,235,7414.083333,7,66908,2.6019300000000003,5.144771015312538,3230.061643,94555,48843981,269.028181233,6.352480512,0
26,49038,545,1,3,6,32869,108,1,1,3,572,0.100691029,2,2330,1035,4086.5,4,44759,3.05369,6.05345190779608,1044.263264,52403,26725710,54.876610805,39.5758224,0
20,24966,508,0,0,0,36159,120,1,1,0,469,0.20087695,3,6149,137,2080.5,6,6164,3.37159,6.184112207908262,1179.705073,31252,12682728,102.0454906,45.89189256,0
44,18524,614,0,1,23,12029,72,1,2,1,658,0.213334638,1,486,2191,1543.666667,6,182341,2.20029,5.061938245375975,328.6425803,21201,11373736,130.987467732,18.448717536000004,0
40,41904,611,1,4,17,22302,48,2,0,1,563,0.330290614,2,5500,4486,3492.0,4,5600,2.11802,4.3768705258437794,668.6814446,51890,25603344,201.807565154,9.195357888,0
24,15000,554,0,3,0,35911,108,3,1,3,492,0.105563132,0,1572,2321,1250.0,10,9379,3.03911,5.528461603375753,979.4069741,18893,8310000,58.481975128,33.008998716,0
22,67306,534,0,3,0,22837,72,1,2,0,317,0.286503059,3,7399,1134,5608.833333,5,18254,2.70837,5.375977557616847,670.9362327,75839,35941404,152.992633506,20.808816984,0
40,89728,578,0,0,18,17354,48,0,0,0,448,0.237766333,3,789,1534,7477.333333,5,86639,2.23354,4.789147993119444,555.6123169,92051,51862784,137.428940474,11.00925048,0
35,27477,581,1,1,13,11715,48,3,0,3,665,0.578255506,3,8048,5883,2289.75,3,168541,2.16215,4.721518802249971,370.9580447,41408,15964137,335.966448986,10.700515104,0
30,34142,599,0,1,10,15509,96,1,0,0,447,0.422321715,4,2112,982,2845.166667,9,87974,2.51009,5.48515585922588,428.6263992,37236,20451058,252.970707285,28.883457408,0
18,59260,594,0,0,0,44699,36,0,1,0,394,0.449271449,2,1659,809,4938.333333,4,10494,2.32699,4.694192390603521,1707.894747,61728,35200440,266.867240706,7.932759192,0
52,65276,638,0,0,32,33313,48,3,0,3,801,0.261238871,4,7353,2108,5439.666667,3,16619,2.09313,4.6592592758935405,1044.30071,74737,41646088,166.67039969799998,10.42017456,0
50,22774,640,0,1,24,15212,12,1,1,3,428,0.272483225,0,1016,860,1897.833333,4,333543,1.60212,3.996544695108513,1379.998916,24650,14575360,174.389264,1.91668434,0
53,86002,630,2,4,31,13940,96,1,2,0,487,0.621540994,2,1794,348,7166.833333,6,5037,2.3394,4.707784924993919,311.1642198,88144,54181260,391.57082622,21.276709344,0
27,27815,607,0,4,6,7374,24,1,3,0,634,0.046785747,3,618,1210,2317.916667,3,6489,1.78874,4.490155331388882,375.8876629,29643,16883705,28.398948429,4.838758776,0
32,65274,566,0,0,8,42380,60,0,0,3,240,0.119561687,0,1745,978,5439.5,5,68950,2.6438,5.362747038598782,1339.010601,67997,36945084,67.671914842,17.25543348,0
37,44076,502,0,1,18,19801,72,1,0,0,501,0.526744193,3,4603,1085,3673.0,3,4036,2.83801,5.162987652512836,553.6843583,49764,22126152,264.425584886,19.19263788,0
32,57781,616,0,0,12,35791,48,1,1,3,329,0.132202915,3,3096,649,4815.083333,3,288021,2.22791,5.06827629475742,1200.490502,61526,35593096,81.43699564,12.329963808,0
54,23041,618,0,3,31,20128,36,1,0,0,242,0.427237018,3,2380,275,1920.083333,5,7582,1.96128,3.9610907588693287,704.5664567,25696,14239338,264.032477124,5.6484864,0
66,68345,582,0,1,41,24905,84,2,1,1,247,0.249780331,0,3024,331,5695.416667,4,90644,2.58905,5.405980207140977,699.1691106,71700,39776790,145.372152642,24.54868248,0
46,48422,597,0,0,24,47532,96,1,0,0,520,0.337663478,3,932,1098,4035.166667,7,9127,2.84032,4.856139011601706,1104.63118,50452,28907934,201.585096366,22.638802656,0
43,69469,583,0,4,21,20153,72,1,0,2,445,0.447062041,2,1730,9145,5789.083333,4,5502,2.4365300000000003,4.932922804990972,534.6548415,80344,40500427,260.63716990300003,17.520283728,0
50,63223,632,0,1,29,36135,36,1,0,3,256,0.145063837,4,1692,651,5268.583333,7,14475,2.0513500000000002,4.944712610455738,1426.234453,65566,39956936,91.680344984,8.802065808,0
30,18292,517,0,3,6,26687,48,2,3,0,628,0.486312562,1,3882,141,1524.333333,5,46079,2.63187,4.978280556577742,881.641539,22315,9456964,251.423594554,11.895973104,0
49,20052,678,2,4,25,17204,60,2,3,2,299,0.344459122,3,1913,1163,1671.0,7,4501,1.8320400000000001,4.062294634809247,422.9726787,23128,13595256,233.543284716,9.90134262,0
36,31175,498,0,0,16,33370,60,1,1,0,354,0.135451277,4,1685,1812,2597.916667,3,15455,2.8937,5.399567843818614,1062.384102,34672,15525150,67.454735946,17.49319974,0
49,46206,607,0,3,27,34367,36,1,0,3,707,0.092981128,3,3074,305,3850.5,3,18890,2.15867,4.899764535158807,1348.454257,49585,28047042,56.439544696,8.6427693,0
40,27140,587,0,1,14,26222,60,2,0,3,624,0.194446466,1,1535,490,2261.666667,3,80714,2.37722,4.552971831672144,705.4097861,29165,15931180,114.140075542,12.4377315,0
43,18303,602,0,3,22,28657,36,1,1,0,427,0.235511842,1,6709,2210,1525.25,13,138167,2.12657,4.280747539857962,1040.694417,27222,11018406,141.778128884,6.596927819999999,0
27,52815,470,1,3,6,39503,12,1,0,3,595,0.403782834,3,19897,1657,4401.25,6,13994,2.69503,5.324594763923355,3819.068973,74369,24823050,189.77793198,3.4021571280000003,0
38,55087,624,2,1,18,14855,96,2,1,0,746,0.439574963,2,4722,1454,4590.583333,6,138282,2.37855,4.778346199261832,337.9930103,61263,34374288,274.294776912,21.919288704000003,0
33,47669,662,2,2,14,51823,72,1,2,0,654,0.347953394,3,1572,265,3972.416667,5,125838,2.35823,5.154197629117455,1446.165326,49506,31556878,230.34514682800005,19.127342304,0
21,36305,631,0,4,1,20047,60,2,0,1,123,0.353809557,0,1171,1916,3025.416667,8,209455,2.09547,4.796196086483537,565.1746508,39392,22908455,223.253830467,13.80209814,0
19,29959,565,0,0,0,24245,60,1,3,0,399,0.09709666,2,363,671,2496.583333,4,172215,2.46745,4.957650441489395,705.6412723,30993,16926835,54.8596129,14.74697874,0
32,101068,548,0,0,6,74373,12,3,0,0,319,0.457164539,3,24606,886,8422.333333,3,36099,2.6537300000000004,5.347491776524766,7199.131842,126560,55385264,250.526167372,3.431480196,0
48,60759,609,0,1,26,35553,36,1,2,0,936,0.588623793,3,2204,3076,5063.25,5,10510,2.16053,4.609953611480271,1344.060153,66039,37002231,358.471889937,7.650602028,0
43,127268,570,0,3,18,19685,36,1,1,2,983,0.120685222,1,3465,1866,10605.66667,5,3636,2.19685,4.83479173284641,765.8558393,132599,72542760,68.79057654,8.415075996,0
73,35598,646,0,3,51,10315,24,1,2,0,400,0.248030098,3,124,971,2966.5,5,69302,1.6231499999999999,4.042157691134773,506.7270668,36693,22996308,160.227443308,3.921369312,0
45,48618,581,0,3,25,21351,48,0,0,0,861,0.427710274,1,2233,81,4051.5,5,1873,2.25851,4.7985395799138715,684.6349415,50932,28247058,248.499669194,11.052471408,0
52,31449,550,1,0,29,12733,12,3,1,3,974,0.139962014,2,36697,2954,2620.75,4,145720,2.02733,4.027237266414781,1156.593842,71100,17296950,76.9791077,1.9462368,0
48,50195,546,1,1,24,21690,36,1,2,0,517,0.313277921,2,1270,744,4182.916667,6,5417,2.3369,5.089360942200897,872.7669631,52209,27406470,171.049744866,9.324574128,0
36,27172,457,0,3,16,14744,60,0,3,0,276,0.489769822,3,5306,447,2264.333333,4,3184,2.91244,5.302807577123651,460.1324444,32925,12417604,223.824808654,16.87186092,0
46,40341,592,0,2,26,34095,96,1,3,0,356,0.163075814,0,11136,690,3361.75,1,6838,2.73095,5.05406993422133,836.4975272,52167,23881872,96.540881888,24.521877984,0
25,20319,567,0,1,1,69711,36,1,1,0,227,0.19798896,2,2115,7051,1693.25,4,18450,2.71211,5.236868969145591,2861.877308,29485,11520873,112.25974032,9.872926776,0
